FeatureCode,DateCode,Measurement,Units,Value,Age of Dwelling,Type Of Dwelling,Number of Bedrooms,Type Of Tenure,Household Type,Fuel Poverty
S92000003,2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,11.2,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000011,2016-2018,Percent,Percent of households in fuel poverty,18.6,Post 1944,All,All,All,All,Fuel Poor
S12000041,2013-2015,Percent,Percent of households in fuel poverty,26.7,Post 1944,All,All,All,All,Fuel Poor
S12000006,2012-2014,Percent,Percent of households in extreme fuel poverty,11.2,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000042,2013-2015,Percent,Percent of households in fuel poverty,26,Post 1944,All,All,All,All,Fuel Poor
S12000010,2015-2017,Percent,Percent of households in fuel poverty,21,Post 1944,All,All,All,All,Fuel Poor
S12000028,2017-2019,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,12.7,Post 1944,All,All,All,All,Fuel Poor
S92000003,2015,Percent,Percent of households in fuel poverty,11.6,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000042,2016-2018,Percent,Percent of households in fuel poverty,30.1,Post 1944,All,All,All,All,Fuel Poor
S92000003,2013,Percent,Percent of households in fuel poverty,13.6,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000010,2016-2018,Percent,Percent of households in fuel poverty,24,Post 1944,All,All,All,All,Fuel Poor
S12000008,2015-2017,Percent,Percent of households in fuel poverty,34.2,Post 1944,All,All,All,All,Fuel Poor
S12000023,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,36,Post 1944,All,All,All,All,Fuel Poor
S12000008,2012-2014,Percent,Percent of households in fuel poverty,37.2,Post 1944,All,All,All,All,Fuel Poor
S12000020,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,41.1,Post 1944,All,All,All,All,Fuel Poor
S12000045,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,12.7,Post 1944,All,All,All,All,Fuel Poor
S12000040,2012-2014,Percent,Percent of households in extreme fuel poverty,7.9,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000035,2013-2015,Percent,Percent of households in fuel poverty,32.1,Post 1944,All,All,All,All,Fuel Poor
S12000013,2013-2015,Percent,Percent of households in fuel poverty,37.7,Post 1944,All,All,All,All,Fuel Poor
S12000006,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,37.2,Post 1944,All,All,All,All,Fuel Poor
S12000023,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,39.5,Post 1944,All,All,All,All,Fuel Poor
S12000023,2017-2019,Percent,Percent of households in fuel poverty,29.3,Post 1944,All,All,All,All,Fuel Poor
S12000008,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,29.7,Post 1944,All,All,All,All,Fuel Poor
S12000039,2013-2015,Percent,Percent of households in extreme fuel poverty,9,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000006,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,32.9,Post 1944,All,All,All,All,Fuel Poor
S12000019,2013-2015,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,18.3,Post 1944,All,All,All,All,Fuel Poor
S12000029,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,14.6,Post 1944,All,All,All,All,Fuel Poor
S12000021,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,22.1,Post 1944,All,All,All,All,Fuel Poor
S12000041,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,23.7,Post 1944,All,All,All,All,Fuel Poor
S12000019,2017-2019,Percent,Percent of households in fuel poverty,19.5,Post 1944,All,All,All,All,Fuel Poor
S12000041,2014-2016,Percent,Percent of households in fuel poverty,28,Post 1944,All,All,All,All,Fuel Poor
S12000045,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,24.2,Post 1944,All,All,All,All,Fuel Poor
S12000050,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,15.8,Post 1944,All,All,All,All,Fuel Poor
S12000029,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,7.4,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000048,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,14.4,Post 1944,All,All,All,All,Fuel Poor
S12000028,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,5,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000050,2015-2017,Percent,Percent of households in fuel poverty,20.2,Post 1944,All,All,All,All,Fuel Poor
S12000047,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,11.3,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000050,2013-2015,Percent,Percent of households in fuel poverty,28.3,Post 1944,All,All,All,All,Fuel Poor
S12000034,2015-2017,Percent,Percent of households in fuel poverty,24.3,Post 1944,All,All,All,All,Fuel Poor
S12000042,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,32.3,Post 1944,All,All,All,All,Fuel Poor
S12000047,2016-2018,Percent,Percent of households in fuel poverty,26,Post 1944,All,All,All,All,Fuel Poor
S12000013,2016-2018,Percent,Percent of households in fuel poverty,36.6,Post 1944,All,All,All,All,Fuel Poor
S12000014,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,5.1,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000048,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,32.3,Post 1944,All,All,All,All,Fuel Poor
S92000003,2014-2016,Percent,Percent of households in fuel poverty,26.8,Post 1944,All,All,All,All,Fuel Poor
S12000030,2013-2015,Percent,Percent of households in extreme fuel poverty,13.4,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000005,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,36.1,Post 1944,All,All,All,All,Fuel Poor
S12000049,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,13.1,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000018,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,5.7,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000028,2016-2018,Percent,Percent of households in fuel poverty,21,Post 1944,All,All,All,All,Fuel Poor
S12000041,2014-2016,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,16,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000010,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in extreme fuel poverty,15.6,Post 1944,All,All,All,All,Extreme Fuel Poor
S92000003,2015,Percent,Percent of households in fuel poverty,26.5,Post 1944,All,All,All,All,Fuel Poor
S12000010,2012-2014,Percent,Percent of households in extreme fuel poverty,11.9,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000036,2016-2018,Percent,Percent of households in fuel poverty,22.8,Post 1944,All,All,All,All,Fuel Poor
S12000027,2016-2018,Percent,Percent of households in fuel poverty,27.3,Post 1944,All,All,All,All,Fuel Poor
S12000034,2014-2016,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,16.9,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000038,2016-2018,Percent,Percent of households in fuel poverty,23,Post 1944,All,All,All,All,Fuel Poor
S12000006,2013-2015,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,18.6,Post 1944,All,All,All,All,Fuel Poor
S12000018,2013-2015,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,29.9,Post 1944,All,All,All,All,Fuel Poor
S12000023,2016-2018,Percent,Percent of households in fuel poverty,29.5,Post 1944,All,All,All,All,Fuel Poor
S12000048,2016-2018,Percent,Percent of households in fuel poverty,20.7,Post 1944,All,All,All,All,Fuel Poor
S12000026,2016-2018,Percent,Percent of households in fuel poverty,28.1,Post 1944,All,All,All,All,Fuel Poor
S12000020,2016-2018,Percent,Percent of households in fuel poverty,33.6,Post 1944,All,All,All,All,Fuel Poor
S12000017,2013-2015,Percent,Percent of households in fuel poverty,31.1,Post 1944,All,All,All,All,Fuel Poor
S12000005,2013-2015,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,24.7,Post 1944,All,All,All,All,Fuel Poor
S12000050,2016-2018,Percent,Percent of households in fuel poverty,20.3,Post 1944,All,All,All,All,Fuel Poor
S12000036,2013-2015,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,21.3,Post 1944,All,All,All,All,Fuel Poor
S12000018,2013-2015,Percent,Percent of households in fuel poverty,37.6,Post 1944,All,All,All,All,Fuel Poor
S12000050,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,28.9,Post 1944,All,All,All,All,Fuel Poor
S12000018,2016-2018,Percent,Percent of households in fuel poverty,32.7,Post 1944,All,All,All,All,Fuel Poor
S12000014,2016-2018,Percent,Percent of households in fuel poverty,20.1,Post 1944,All,All,All,All,Fuel Poor
S12000021,2016-2018,Percent,Percent of households in fuel poverty,29.1,Post 1944,All,All,All,All,Fuel Poor
S12000040,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,4,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000038,2017-2019,Percent,Percent of households in fuel poverty,19.4,Post 1944,All,All,All,All,Fuel Poor
S12000017,2012-2014,Percent,Percent of households in extreme fuel poverty,22.4,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000040,2015-2017,Percent,Percent of households in extreme fuel poverty,9.9,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000014,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,28.4,Post 1944,All,All,All,All,Fuel Poor
S92000003,2015-2017,Percent,Percent of households in extreme fuel poverty,11.1,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000036,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,33.6,Post 1944,All,All,All,All,Fuel Poor
S12000034,2017-2019,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,18.5,Post 1944,All,All,All,All,Fuel Poor
S12000038,2013-2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,32.6,Post 1944,All,All,All,All,Fuel Poor
S12000026,2015-2017,Percent,Percent of households in extreme fuel poverty,14.2,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000045,2013-2015,Percent,Percent of households in fuel poverty,18.9,Post 1944,All,All,All,All,Fuel Poor
S12000011,2015-2017,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,2.6,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000014,2013-2015,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,15.7,Post 1944,All,All,All,All,Fuel Poor
S12000039,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,5.4,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000047,2013-2015,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,26.7,Post 1944,All,All,All,All,Fuel Poor
S12000030,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,10.1,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000033,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,30.9,Post 1944,All,All,All,All,Fuel Poor
S12000047,2012-2014,Percent,Percent of households in extreme fuel poverty,15.7,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000018,2012-2014,Percent,Percent of households in extreme fuel poverty,11,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000030,2017-2019,Percent,Percent of households in fuel poverty,21.9,Post 1944,All,All,All,All,Fuel Poor
S12000017,2013-2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,37.5,Post 1944,All,All,All,All,Fuel Poor
S12000039,2017-2019,Percent,Percent of households in fuel poverty,29.9,Post 1944,All,All,All,All,Fuel Poor
S12000008,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,43.3,Post 1944,All,All,All,All,Fuel Poor
S12000039,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,30.8,Post 1944,All,All,All,All,Fuel Poor
S12000010,2017-2019,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,19.1,Post 1944,All,All,All,All,Fuel Poor
S12000008,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,44.6,Post 1944,All,All,All,All,Fuel Poor
S12000040,2013-2015,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,17.7,Post 1944,All,All,All,All,Fuel Poor
S12000019,2014-2016,Percent,Percent of households in fuel poverty,19,Post 1944,All,All,All,All,Fuel Poor
S12000017,2013-2015,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,24.7,Post 1944,All,All,All,All,Fuel Poor
S12000023,2015-2017,Percent,Percent of households in extreme fuel poverty,20.1,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000026,2017-2019,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,19,Post 1944,All,All,All,All,Fuel Poor
S12000041,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,9.4,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000029,2016-2018,Percent,Percent of households in fuel poverty,19.3,Post 1944,All,All,All,All,Fuel Poor
S92000003,2016-2018,Percent,Percent of households in fuel poverty,24.2,Post 1944,All,All,All,All,Fuel Poor
S12000034,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,9.4,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000049,2017-2019,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,21.6,Post 1944,All,All,All,All,Fuel Poor
S12000019,2015-2017,Percent,Percent of households in extreme fuel poverty,6.8,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000017,2016-2018,Percent,Percent of households in fuel poverty,28.5,Post 1944,All,All,All,All,Fuel Poor
S12000049,2016-2018,Percent,Percent of households in fuel poverty,24.4,Post 1944,All,All,All,All,Fuel Poor
S12000040,2016-2018,Percent,Percent of households in fuel poverty,18,Post 1944,All,All,All,All,Fuel Poor
S12000030,2016-2018,Percent,Percent of households in fuel poverty,23.7,Post 1944,All,All,All,All,Fuel Poor
S12000019,2016-2018,Percent,Percent of households in fuel poverty,18.5,Post 1944,All,All,All,All,Fuel Poor
S12000039,2016-2018,Percent,Percent of households in fuel poverty,27.6,Post 1944,All,All,All,All,Fuel Poor
S12000042,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,8.9,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000005,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,5.9,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000035,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,9.4,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000006,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,6,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000038,2015-2017,Percent,Percent of households in extreme fuel poverty,7.4,Post 1944,All,All,All,All,Extreme Fuel Poor
S92000003,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,12.5,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000048,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,33.8,Post 1944,All,All,All,All,Fuel Poor
S12000018,2014-2016,Percent,Percent of households in fuel poverty,42.1,Post 1944,All,All,All,All,Fuel Poor
S12000033,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,8.6,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000018,2015-2017,Percent,Percent of households in extreme fuel poverty,14.3,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000029,2015-2017,Percent,Percent of households in extreme fuel poverty,9.7,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000008,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,7.6,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000026,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in extreme fuel poverty,17.1,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000035,2015-2017,Percent,Percent of households in fuel poverty,31.7,Post 1944,All,All,All,All,Fuel Poor
S12000033,2012-2014,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,19.2,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000045,2014-2016,Percent,Percent of households in fuel poverty,20.8,Post 1944,All,All,All,All,Fuel Poor
S12000006,2015-2017,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,20.6,Post 1944,All,All,All,All,Fuel Poor
S12000050,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,24.7,Post 1944,All,All,All,All,Fuel Poor
S12000011,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,37.4,Post 1944,All,All,All,All,Fuel Poor
S12000021,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in extreme fuel poverty,11.5,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000042,2015-2017,Percent,Percent of households in extreme fuel poverty,11,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000048,2015-2017,Percent,Percent of households in extreme fuel poverty,10.6,Post 1944,All,All,All,All,Extreme Fuel Poor
S92000003,2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,24.2,Post 1944,All,All,All,All,Fuel Poor
S12000026,2012-2014,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,20.8,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000017,2014-2016,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,26.5,Post 1944,All,All,All,All,Fuel Poor
S12000006,2015-2017,Percent,Percent of households in extreme fuel poverty,12.6,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000049,2012-2014,Percent,Percent of households in fuel poverty,37.7,Post 1944,All,All,All,All,Fuel Poor
S12000006,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,34.6,Post 1944,All,All,All,All,Fuel Poor
S12000018,2014-2016,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,34.2,Post 1944,All,All,All,All,Fuel Poor
S12000042,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,31.7,Post 1944,All,All,All,All,Fuel Poor
S12000035,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in extreme fuel poverty,23.5,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000049,2015-2017,Percent,Percent of households in fuel poverty,27.6,Post 1944,All,All,All,All,Fuel Poor
S12000030,2015-2017,Percent,Percent of households in fuel poverty,25.2,Post 1944,All,All,All,All,Fuel Poor
S12000045,2015-2017,Percent,Percent of households in fuel poverty,18.3,Post 1944,All,All,All,All,Fuel Poor
S12000017,2014-2016,Percent,Percent of households in fuel poverty,33.1,Post 1944,All,All,All,All,Fuel Poor
S12000040,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,28.3,Post 1944,All,All,All,All,Fuel Poor
S12000040,2014-2016,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,17.4,Post 1944,All,All,All,All,Fuel Poor
S12000033,2013-2015,Percent,Percent of households in fuel poverty,28.4,Post 1944,All,All,All,All,Fuel Poor
S12000050,2012-2014,Percent,Percent of households in fuel poverty,30.2,Post 1944,All,All,All,All,Fuel Poor
S12000030,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,28.1,Post 1944,All,All,All,All,Fuel Poor
S12000028,2015-2017,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,17.6,Post 1944,All,All,All,All,Fuel Poor
S12000034,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,31,Post 1944,All,All,All,All,Fuel Poor
S12000014,2015-2017,Percent,Percent of households in extreme fuel poverty,10.3,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000023,2015-2017,Percent,Percent of households in fuel poverty,31.8,Post 1944,All,All,All,All,Fuel Poor
S12000049,2014-2016,Percent,Percent of households in fuel poverty,35.1,Post 1944,All,All,All,All,Fuel Poor
S12000013,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in extreme fuel poverty,27.2,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000038,2012-2014,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,16.9,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000033,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,35.5,Post 1944,All,All,All,All,Fuel Poor
S12000006,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,21.4,Post 1944,All,All,All,All,Fuel Poor
S12000035,2016-2018,Percent,Percent of households in fuel poverty,29.5,Post 1944,All,All,All,All,Fuel Poor
S12000020,2015-2017,Percent,Percent of households in fuel poverty,28.8,Post 1944,All,All,All,All,Fuel Poor
S92000003,2014-2016,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,25.6,Post 1944,All,All,All,All,Fuel Poor
S12000034,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,25.9,Post 1944,All,All,All,All,Fuel Poor
S12000041,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,31.7,Post 1944,All,All,All,All,Fuel Poor
S92000003,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,26.1,Post 1944,All,All,All,All,Fuel Poor
S12000036,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in extreme fuel poverty,12.3,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000033,2015-2017,Percent,Percent of households in fuel poverty,24.2,Post 1944,All,All,All,All,Fuel Poor
S12000013,2012-2014,"95% Lower Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,32.6,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000038,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in extreme fuel poverty,13,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000008,2015-2017,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,26.9,Post 1944,All,All,All,All,Fuel Poor
S12000008,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in extreme fuel poverty,11.6,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000006,2015-2017,Percent,Percent of households in fuel poverty,27.6,Post 1944,All,All,All,All,Fuel Poor
S12000018,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in extreme fuel poverty,19.3,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000010,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,34.9,Post 1944,All,All,All,All,Fuel Poor
S12000013,2014-2016,Percent,Percent of households in fuel poverty,31.8,Post 1944,All,All,All,All,Fuel Poor
S12000038,2017-2019,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,13.1,Post 1944,All,All,All,All,Fuel Poor
S12000040,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in extreme fuel poverty,12.5,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000041,2016-2018,Percent,Percent of households in extreme fuel poverty,6.1,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000036,2016-2018,Percent,Percent of households in extreme fuel poverty,10.8,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000042,2016-2018,Percent,Percent of households in extreme fuel poverty,10.4,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000005,2016-2018,Percent,Percent of households in extreme fuel poverty,8.4,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000008,2016-2018,Percent,Percent of households in extreme fuel poverty,12.5,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000045,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,25.1,Post 1944,All,All,All,All,Fuel Poor
S12000010,2016-2018,Percent,Percent of households in extreme fuel poverty,9.5,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000027,2017-2019,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in extreme fuel poverty,15.1,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000017,2016-2018,Percent,Percent of households in extreme fuel poverty,18.4,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000013,2017-2019,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in extreme fuel poverty,16,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000014,2016-2018,Percent,Percent of households in extreme fuel poverty,8.7,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000033,2016-2018,Percent,Percent of households in extreme fuel poverty,10.5,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000047,2016-2018,Percent,Percent of households in extreme fuel poverty,8.8,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000018,2016-2018,Percent,Percent of households in extreme fuel poverty,16.6,Post 1944,All,All,All,All,Extreme Fuel Poor
S92000003,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,29.8,Post 1944,All,All,All,All,Fuel Poor
S12000039,2015-2017,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,17.8,Post 1944,All,All,All,All,Fuel Poor
S12000029,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,31.2,Post 1944,All,All,All,All,Fuel Poor
S12000040,2012-2014,Percent,Percent of households in fuel poverty,23,Post 1944,All,All,All,All,Fuel Poor
S12000017,2017-2019,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in extreme fuel poverty,13.4,Post 1944,All,All,All,All,Extreme Fuel Poor
S92000003,2013,Percent,Percent of households in fuel poverty,30.1,Post 1944,All,All,All,All,Fuel Poor
S12000017,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,37.4,Post 1944,All,All,All,All,Fuel Poor
S12000011,2016-2018,Percent,Percent of households in extreme fuel poverty,7.3,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000019,2013-2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,32.6,Post 1944,All,All,All,All,Fuel Poor
S12000013,2016-2018,Percent,Percent of households in extreme fuel poverty,23.5,Post 1944,All,All,All,All,Extreme Fuel Poor
S12000011,2014-2016,Percent,Percent of households in fuel poverty,29.4,Post 1944,All,All,All,All,Fuel Poor
